union,company,address,election_date,outcome,elig_voter,fst_votes,votes_no,challenged,latitude,longitude
IBT,TRES ESTRELLAS DE ORO,"2414 E FLORENCE AVE, HUNTINGTON PARK, CA 902555727",4/15/96,Lost,12,2,9,1,33.9742742,-118.2298423
LOCAL,"AMERICAN MEDICAL ENTERPRISES, INC.","12508 LAMBERT RD, WHITTIER, CA 906062712",4/18/96,Won,35,17,6,0,33.9651408,-118.0470364
SEIU,"TARZANA TREATMENT CENTER, INC.","18646 OXNARD ST, TARZANA, CA 913561486",4/30/96,Lost,147,49,78,12,34.1794774,-118.5397841
IUOE,WYNDMAN CHECKERS HOTEL,"535 S GRAND AVE, LOS ANGELES, CA 900712601",5/1/96,Won,4,4,0,0,34.0496146,-118.2549957
ILWU,"CONTAINER STEVEDORING CO., INC.","669 HARBOR PLZ, LONG BEACH, CA 908026214",5/2/96,Won,4,4,0,0,33.7562029,-118.2048854
IBT,AUTO AIRPORT PARKING,"2222 E IMPERIAL HWY, EL SEGUNDO, CA 902453501",5/3/96,Lost,28,10,16,1,33.9298592,-118.3857169
IBT,"MEDI-RIDE, INC., LAIDLAW TRANSIT","5717 SEPULVEDA BLVD, VAN NUYS, CA 914112918",5/3/96,Won,39,25,11,0,34.1747616,-118.4667682
IBT,LA BREA BAKERY,"5500 W WASHINGTON BLVD, LOS ANGELES, CA 900161913",5/10/96,Won,54,30,19,3,34.0370929,-118.3634982
AFT,NORTHRIDGE HOSPITAL MEDICAL CENTER,"18300 ROSCOE BLVD, NORTHRIDGE, CA 913254167",5/11/96,Lost,561,254,263,0,34.2200167,-118.5339229
IBT,WINE WAREHOUSE,"6550 E WASHINGTON BLVD, LOS ANGELES, CA 900401800",5/15/96,Lost,59,6,48,2,33.9982376,-118.1374053
IATSE,"UNIVERSAL CITY STUDIOS, INC.","100 UNIVERSAL CITY PLZ, UNIVERSAL CITY, CA 916081085",5/17/96,Won,49,40,3,1,34.136193,-118.3552237
IBT,PRESTIGE PRODUCTS CORPORATION,"1323 S FLOWER ST, LOS ANGELES, CA 900152907",5/31/96,Won,12,8,2,0,34.0393914,-118.2677598
LOCAL,LOZANO ENTERPRISES,"210 E WASHINGTON BLVD, LOS ANGELES, CA 900153603",6/7/96,Lost,2,0,2,0,34.0301471,-118.263205
CWA,MENDEZ TRUCKING,"14732 S MAPLE AVE, GARDENA, CA 902481934",6/7/96,Lost,47,13,22,7,33.8981644,-118.2713455
UAW,"SPECIAL DEVICES, INCORPORATED","16830 PLACERITA CANYON RD, NEWHALL, CA 913213227",6/7/96,Lost,335,67,256,0,34.371319,-118.427274
IBEW,UNIVERSAL STUDIOS,"100 UNIVERSAL CITY PLZ, UNIVERSAL CITY, CA 916081085",6/20/96,Won,56,43,2,1,34.136193,-118.3552237
IBT,THOMAS MOORE & ASSOCIATE LAW OFFICES,"700 N CENTRAL AVE, GLENDALE, CA 912031249",6/28/96,Lost,30,1,25,0,34.1570958,-118.2574361
LOCAL,"GATEWAY MATTRESS CO., INC.","624 S VAIL AVE, MONTEBELLO, CA 906404992",7/12/96,Lost,69,29,32,3,34.005075,-118.1226691
UFCW,"B.W. PROVISION, INC.","2350 E 48TH ST, LOS ANGELES, CA 900582035",7/17/96,Won,50,36,9,0,34.0000877,-118.2330551
IBT,RINALDI CONVALESCENT HOSPITAL,"16553 RINALDI ST, GRANADA HILLS, CA 913443798",7/18/96,Lost,68,9,56,1,34.2799468,-118.4927756
IBT,"ACE PARKING, INC.","6101 W 98TH ST, LOS ANGELES, CA 900455305",7/19/96,Lost,32,7,19,1,33.9483617,-118.3903856
IUOE,LASALLE PARTNERS,"2121 AVENUE OF THE STARS, LOS ANGELES, CA 900675010",7/23/96,Won,5,5,0,0,34.0551746,-118.4132525
IUOE,LA SALLE PARTNERS,"15301 VENTURA BLVD, SHERMAN OAKS, CA 914033102",7/24/96,Won,6,6,0,0,34.1558608,-118.4670098
IATSE,CENTURY SOUTHWEST CABLE,"2939 NEBRASKA AVE, SANTA MONICA, CA 904044129",7/26/96,Lost,6,2,4,0,34.0313284,-118.4644063
IBT,"CHIEF AUTO PARTS, INC.","16069 SHOEMAKER AVE, CERRITOS, CA 907032234",8/14/96,Won,23,17,5,1,33.8861387,-118.0568467
IBT,"ENSCO WEST, INC.","1737 E DENNI ST, WILMINGTON, CA 907443904",8/16/96,Won,10,8,0,2,33.7854492,-118.2434921
IBT,"HILLTOP SERVICES, INC.","100 UNIVERSAL CITY PLZ, UNIVERSAL CITY, CA 916081002",8/16/96,Lost,68,20,41,1,34.136193,-118.3552237
IBT,"TANIMURA DISTRIBUTING, INC.","1700 BAY ST, LOS ANGELES, CA 900211654",8/19/96,Lost,57,20,34,0,34.031209,-118.2359416
LIUNA,"ULTRA-WALL, INC.","5419 E BEVERLY BLVD, LOS ANGELES, CA 900222207",9/5/96,Won,219,40,1,6,34.0295127,-118.1486456
IBT,SEDA SPECIALTY PACKAGING CORPORATION,"2501 W ROSECRANS AVE, LOS ANGELES, CA 900593566",9/6/96,Lost,210,65,132,0,33.9028258,-118.2584478
IBT,HOLLYWOOD PARK CASINO,"3883 W CENTURY BLVD, INGLEWOOD, CA 903031003",9/7/96,Lost,29,9,16,1,33.9463227,-118.3388458
CWA,DAILY NEWS,"21221 OXNARD ST, WOODLAND HILLS, CA 913675081",9/9/96,Lost,12,2,9,0,34.1801547,-118.5952816
UFCW,"W.R. MERRY, INC.","636 STANFORD AVE, LOS ANGELES, CA 900211006",9/10/96,Lost,4,0,3,0,34.0396972,-118.2434113
IBT,WHITEWOOD ORIENTAL MAINTENANCE,"5959 W CENTURY BLVD, LOS ANGELES, CA 900456501",9/10/96,Won,467,289,62,11,33.9462966,-118.3882255
UFCW,"SAV-ON DRUGS, AMERICAN DRUG STORES","14503 RAMONA BLVD, BALDWIN PARK, CA 917063321",9/13/96,Won,16,9,5,2,34.0884515,-117.9579379
SMW,COASTLAND AIR,"13025 GLADSTONE AVE, SYLMAR, CA 913424524",9/17/96,Won,10,6,0,1,34.3064519,-118.4242055
SMW,PACIFIC HEATING & AIRE,"20942 OSBORNE ST, CANOGA PARK, CA 913041853",9/18/96,Won,16,6,0,1,34.2325425,-118.5902842
OCAW,DEMENNO-KERDOON CORPORATION,"2100 N ALAMEDA ST, COMPTON, CA 902222801",9/30/96,Lost,60,23,30,4,33.911049,-118.2216365
IBT,TIME WARNER CABLE,"9260 TOPANGA CANYON BLVD, CHATSWORTH, CA 913115726",10/11/96,Lost,39,5,32,0,34.238514,-118.605393
ILWU,"MATSON TERMINALS, INC.","1001 NEW DOCK ST, SAN PEDRO, CA 907317544",10/16/96,Won,3,3,0,0,33.7587045,-118.2467559
UFCW,"GALLETTI BROTHERS, INC.","2900 AYERS AVE, LOS ANGELES, CA 900234704",10/17/96,Won,121,83,31,1,33.9991006,-118.1815594
IBT,WORLD WIDE PRODUCE,"1937 E VERNON AVE, LOS ANGELES, CA 900581610",10/18/96,Lost,48,19,20,1,34.0040676,-118.2370283
IAM,DOOTSON TRANSIT SERVICES,"11625 CLARK ST, ARCADIA, CA 910065804",10/19/96,Lost,22,9,11,1,34.1024454,-118.0078814
LIUNA,TOWER RECORDS,"8801 W SUNSET BLVD, WEST HOLLYWOOD, CA 900692189",10/25/96,Lost,92,27,50,12,34.09096,-118.38378
SIU,"PETRO-CHEM INSULATION, INC.","19301 S SANTA FE AVE, COMPTON, CA 902215920",10/25/96,Won,37,12,2,0,33.8557941,-118.2154725
IBT,IMPERIAL MOLDING CORP.,"3103 E LAS HERMANAS ST, COMPTON, CA 902215512",10/30/96,Won,114,44,16,3,33.8699227,-118.2078417
GCIU,"C.C.L. LABEL, INC.","1616 S CALIFORNIA AVE, MONROVIA, CA 910164622",11/1/96,Won,21,17,2,1,34.1335844,-117.9938351
IBT,WESTERN STUDIO SERVICES,"91502 AND 25655 SPRINGBROO, SAUGUS, CA 91350",11/1/96,Won,42,22,18,2,34.4046397,-118.5383941
IBT,CARDINAL TRANSPORTATION,"1143 N STANFORD AVE, LOS ANGELES, CA 900593516",11/6/96,Lost,164,68,94,1,33.9043785,-118.2628646
LIUNA,CALCON STEEL CONSTRUCTION,"19201 S HAMILTON AVE, GARDENA, CA 902484403",11/15/96,Lost,22,4,4,0,33.8559387,-118.2879714
ILWU,VICTORIA STREET CFS,"2960A E VICTORIA ST, COMPTON, CA 902215615",11/21/96,Won,4,3,0,1,33.8619255,-118.2120227
ILWU,EVERGREEN AMERICA CORP.,"260 W 5TH ST, SAN PEDRO, CA 907313304",11/21/96,Won,66,35,25,6,33.7404557,-118.2828844
LOCAL,MCDONNELL DOUGLAS AEROSPACE SERVICES,"4900 E CONANT ST, LONG BEACH, CA 908081746",11/21/96,Lost,21,7,13,0,33.8245336,-118.1354463
LOCAL,"MCROBERTS PROTECTIVE AGENCY, INC.","888 S FIGUEROA ST, LOS ANGELES, CA 900175449",11/22/96,Won,47,28,3,6,33.7808185,-118.2794531
LIUNA,PRIME WHEEL CORPORATION,"23920 VERMONT AVE, HARBOR CITY, CA 907101602",11/22/96,Lost,561,141,342,54,33.8074302,-118.2897262
IBT,A & D CHRISTOPHER RANCH,"3390 E SLAUSON AVE, LOS ANGELES, CA 900583915",12/11/96,Lost,22,1,15,3,33.9891732,-118.2054441
IUOE,INDUSTRIAL ASPHALT COMPANY,"3200 N SAN FERNANDO RD, LOS ANGELES, CA 900651415",12/12/96,Lost,43,13,19,1,34.1168445,-118.248445
IBT,"TRI SCENIC, INC.","13042 BRADLEY AVE, SYLMAR, CA 913423831",12/13/96,Won,15,11,2,1,34.3075389,-118.4614912
LOCAL,VWR SCIENTIFIC PRODUCTS,"975 OVERLAND CT, SAN DIMAS, CA 917731718",12/13/96,Lost,4,0,4,0,34.1105453,-117.8269299
LOCAL,"OSTERKAMP TRUCKING, FLAT BED","1350 PHILADELPHIA ST, POMONA, CA 917665563",12/15/96,Lost,46,0,40,4,34.0321482,-117.7289988
SMW,"AIR PERFORMANCE, INC.","11111 FORT TEJON RD, LITTLEROCK, CA 935433713",12/17/96,Lost,10,0,9,1,34.4909671,-117.9297497
IATSE,MCA RECREATION,"100 UNIVERSAL CITY PLZ, UNIVERSAL CITY, CA 916081002",12/18/96,Won,8,8,0,0,34.136193,-118.3552237
IBT,SEDA SPECIALTY PACKAGING CORPORATION,"2501 W ROSECRANS AVE, LOS ANGELES, CA 900593566",12/19/96,Lost,28,2,25,0,33.9028258,-118.2584478
SEIU,"AMR-WEST, LOS ANGELES","8633 CALIFORNIA AVE, SOUTH GATE, CA 902803003",12/20/96,Lost,205,38,105,50,33.9563724,-118.2061967
IBT,CARSON TRANSFER STATION,"321 W FRANCISCO ST, CARSON, CA 907451006",12/20/96,Won,23,16,7,0,33.8505066,-118.2826504
CWA,AMERICAN AUTO SERVICE,"11247 BURBANK BLVD, NORTH HOLLYWOOD, CA 916012466",12/20/96,Lost,39,8,23,0,34.1725771,-118.3761207
IBT,"WEST PICO FOODS, INC.","5201 S DOWNEY RD, LOS ANGELES, CA 900583703",12/27/96,Won,21,12,7,0,33.9951521,-118.2060596
USW,COASTCAST CORPORATION,"14831 S MAPLE AVE, GARDENA, CA 902481935",1/15/97,Won,364,227,110,0,33.8971424,-118.2730356
IBT,M & B DELIVERY-AIRBORNE EXPRESS,"2660 INDUSTRIAL PKWY, SANTA MARIA, CA 934551504",1/15/97,Lost,24,8,15,0,34.9113791,-120.4466999
IATSE,GEFFEN PLAYHOUSE,"10886 LE CONTE AVE, LOS ANGELES, CA 900243021",1/22/97,Won,16,11,0,2,34.0634331,-118.4444494
IBT,PEPSI COLA COMPANY,"4416 AZUSA CANYON RD, BALDWIN PARK, CA 917062797",1/30/97,Won,69,35,28,1,34.093424,-117.941862
IATSE,"RTV NEWS, INC.","1040 N LAS PALMAS AVE, LOS ANGELES, CA 900382409",1/31/97,Lost,20,4,15,1,34.09019,-118.33354
OPEIU,PAINTERS & ALLIED TRADES UNION,"297 N MARENGO AVE, PASADENA, CA 911011567",1/31/97,Won,5,3,0,1,34.151063,-118.146571
IBT,"HAYES WHEELS INTERNATIONAL, INC.","14500 FIRESTONE BLVD, LA MIRADA, CA 906385913",2/6/97,Lost,547,96,417,11,33.8798534,-118.0224834
ILWU,"MATSON TERMINALS, INC.","1001 NEW DOCK ST, SAN PEDRO, CA 907317544",2/7/97,Won,19,16,3,0,33.7587045,-118.2467559
LOCAL,SEVEN-UP/RC BOTTLING CO.,"3220 E 26TH ST, LOS ANGELES, CA 900234208",2/13/97,Won,623,309,7,1,34.0131003,-118.2158644
ILA,WILMINGTON TRANSPORTATION COMPANY,"86 BERTH, SAN PEDRO, CA 907313353",2/26/97,Won,19,10,0,0,33.7360619,-118.2922461
IBT,SPRAGUES' READY MIX,"230 LONGDEN AVE, BALDWIN PARK, CA 917061328",2/27/97,Lost,14,3,11,0,34.1126904,-118.0011108
CWA,"TRICOM GROUP, INC.","420 HINDRY AVE, INGLEWOOD, CA 903012032",2/28/97,Won,21,9,8,0,33.957567,-118.3729911
NABET,KABC RADIO,"3321 S LA CIENEGA BLVD, LOS ANGELES, CA 900163197",3/4/97,Won,12,7,3,0,34.0271082,-118.3734959
NABET,"AMERICAN BROADCASTING COMPANY, INC.","4151 PROSPECT AVE, LOS ANGELES, CA 900274524",3/4/97,Lost,13,0,11,0,34.103456,-118.2805679
UFCW,SAV-ON DRUG STORES,"4707 VENICE BLVD, LOS ANGELES, CA 900195832",3/7/97,Won,26,16,6,2,34.0473388,-118.339346
LIUNA,ELLER MEDIA COMPANY,"1550 W WASHINGTON BLVD, LOS ANGELES, CA 900071257",3/13/97,Lost,38,16,19,2,34.039002,-118.29028
CWA,TELEMUNDO ESTRELLA COMMUNICATIONS,"1139 GRAND CENTRAL AVE, GLENDALE, CA 912012423",3/21/97,Won,12,6,4,1,34.160764,-118.2849113
IBT,"FRITO-LAY, INC.","1914 FRANK STILES ST, SOUTH EL MONTE, CA 917333701",3/21/97,Lost,55,16,38,0,34.0457894,-118.0323377
IBT,ANTELOPE VALLEY DISTRIBUTING CO.,"43851 DIVISION ST, LANCASTER, CA 935354097",3/27/97,Lost,17,5,12,0,34.6790249,-118.1324748
CWA,"AMERICA CHUNG NAM TRANSPORTATION, INC.","1465 JUDSON AVE, LONG BEACH, CA 908131037",3/28/97,Won,6,5,0,1,33.7852876,-118.221778
ILWU,"TRANS-AMERICAN SHIPPING AGENCY, INC.","140 W 6TH ST, SAN PEDRO, CA 907313314",4/7/97,Won,22,13,7,1,33.7389484,-118.2808019
SEIU,"ROSEWOOD LA BREA, INC./HANCOCK PARK","505 N LA BREA AVE, LOS ANGELES, CA 900362015",4/10/97,Won,73,43,13,0,34.0804987,-118.3442223
ILWU,"PACIFIC COAST RECYCLING, WEINER STEEL","1540 S GREENWOOD AVE, MONTEBELLO, CA 906406536",4/11/97,Won,29,20,9,0,33.9831806,-118.1259474
CWA,"CONSOLIDATED DISPOSAL SERVICES, INC.","12235 LOS NIETOS RD, SANTA FE SPRINGS, CA 906702909",4/11/97,Won,119,87,18,2,33.9533836,-118.0645985
UFCW,ZYNOLYTE PRODUCTS COMPANY,"2320 E DOMINGUEZ ST, CARSON, CA 908101010",4/11/97,Won,41,19,17,0,33.8377728,-118.2276263
IUOE,SKYLINE CONCRETE SALES CO.,"9010 NORRIS AVE, SUN VALLEY, CA 913522617",4/21/97,Lost,4,0,4,0,34.2330306,-118.3762208
NABET,"AMERICAN BROADCASTING COMPANIES, INC.","4151 PROSPECT AVE, LOS ANGELES, CA 900274524",4/22/97,Lost,19,7,11,1,34.103456,-118.2805679
CWA,"ACN RECYCLING INDUSTRIES, INC.","936 MAHAR AVE, WILMINGTON, CA 907443829",4/24/97,Won,5,4,1,0,33.7833111,-118.2456494
UFCW,"YONEYU U.S.A., INC.","3615 E VERNON AVE, LOS ANGELES, CA 900581815",4/25/97,Won,56,28,25,0,34.0058618,-118.2060825
IUOE,"UNITED READY MIXED CONCRETE CO., INC.","4988 FIRESTONE BLVD, SOUTH GATE, CA 902803544",4/25/97,Lost,4,0,4,0,33.9508277,-118.1797829
IBT,"VISTAR, INC./VISTAR AUTO GLASS","11568 W PICO BLVD, LOS ANGELES, CA 900641520",4/30/97,Won,6,4,2,0,34.0325229,-118.4432249
ILA,AKIMA CORPORATION,"3171 N GAFFEY ST, SAN PEDRO, CA 907311009",5/6/97,Won,24,21,2,0,33.7749428,-118.2960556
OCAW,ATLANTIC RICHFIELD COMPANY,"1801 E SEPULVEDA BLVD, CARSON, CA 907456121",5/8/97,Won,12,11,1,0,33.8084826,-118.2366726
IBT,WOODS EQUIPMENT COMPANY,"14821 ARTESIA BLVD, LA MIRADA, CA 906386006",5/9/97,Lost,56,15,39,1,33.8741669,-118.0154981
IBT,INTERCOMMUNITY CARE CENTER,"2626 GRAND AVE, LONG BEACH, CA 908151798",5/13/97,Lost,81,17,48,0,33.8049467,-118.1456083
UAW,CAMPBELL-EWALD COMPANY,"7945 ORION AVE, VAN NUYS, CA 914062000",5/16/97,Won,9,7,1,1,34.2151397,-118.4719336
LDC,CRANE BAG CO.,"4578 WORTH ST, LOS ANGELES, CA 900632540",5/22/97,Won,21,11,10,0,34.0614252,-118.1846261
IBT,OFFICE DEPOT,"3366 E WILLOW ST, SIGNAL HILL, CA 908062300",5/22/97,Lost,129,17,109,0,33.8020449,-118.1519669
IBT,"SONY ELECTRONICS, INC.","2201 E CARSON ST, CARSON, CA 908101227",5/22/97,Lost,95,32,60,0,33.8336378,-118.2332917
GMP M,"NEWPORT TILES, INC.","1200 ARROW HWY, LA VERNE, CA 917505217",5/23/97,Won,25,14,10,0,34.1003173,-117.7891667
ILA,"KINETIC PARTS MFG., CO., INC.","1661 240TH ST, HARBOR CITY, CA 907101310",5/30/97,Lost,99,36,60,1,33.8077855,-118.3068991
IBT,MEDI-RIDE/MED-TRANS,"5717 SEPULVEDA BLVD, VAN NUYS, CA 914112918",5/30/97,Won,29,15,12,1,34.1747616,-118.4667682
IUE,ONE STOP IMMIGRATION & EDUCATION CTR.,"3600 WHITTIER BLVD, LOS ANGELES, CA 900231702",6/3/97,Won,54,39,0,2,34.0254083,-118.1960142
IBT,"ROSE, KLEIN, MARIAS LLP","801 S GRAND AVE, LOS ANGELES, CA 900174617",6/6/97,Won,81,67,0,1,34.0453339,-118.2590118
IBT,PEPSI COLA COMPANY,"1200 ARROYO ST, SAN FERNANDO, CA 913401545",6/9/97,Lost,91,21,62,5,34.2904408,-118.4165078
IBT,ARAMARK SERVICES  INC,"2340 S FAIRFAX AVE, LOS ANGELES, CA 900161005",6/12/97,Won,17,10,7,0,34.0361954,-118.3675612
IBT,CON-WAY WESTERN EXPRESS,"12903 LAKELAND RD, SANTA FE SPRINGS, CA 906704516",6/12/97,Lost,180,32,139,2,33.9327462,-118.0581068
IBT,COCA COLA BOTTLING COMPANY,"666 UNION ST, MONTEBELLO, CA 906406624",6/13/97,Lost,4,2,2,0,33.979969,-118.1223297
SIU,"ST. GEORGE II FISHING, INC.","2312 MANTIS AVE, SAN PEDRO, CA 907324216",6/13/97,Won,8,3,2,0,33.7251112,-118.3146197
ILWU,MAERSK PACIFIC LTD.,"570 HARBOR SCENIC WAY, LONG BEACH, CA 908026317",6/13/97,Won,2,2,0,0,33.7395534,-118.1918679
BCTW,HEALTH VALLEY COMPANY,"16100 FOOTHILL BLVD, IRWINDALE, CA 91706",6/19/97,Won,187,107,70,0,34.132841,-117.930559
CWA,VALLEY PRESS,"37404 SIERRA HWY, PALMDALE, CA 935509343",6/19/97,Lost,26,7,18,1,34.5621566,-118.1132737
ILWU,WABASH NATIONAL CORP.,"888 S FIGUEROA ST, LOS ANGELES, CA 900175449",6/20/97,Won,21,21,0,0,33.7808185,-118.2794531
IBT,MAYFLOWER CONTRACT SERVICES,"4441 BALDWIN AVE, EL MONTE, CA 917311105",6/20/97,Lost,231,20,63,23,34.0881187,-118.0505353
IBT,RYDER/ATE,"200 SE END AVE, POMONA, CA 917662309",6/20/97,Won,170,77,55,4,34.0586862,-117.7230883
IBT,TRANSIT MIXED CONCRETE CO.,"4760 VALLEY BLVD, LOS ANGELES, CA 900323899",6/24/97,Lost,53,3,45,1,34.064438,-118.1806652
IUOE,"STEWART & STEVENSON OPERATIONS, INC.","5605 E 61ST ST, LOS ANGELES, CA 900403407",6/26/97,Lost,8,1,7,0,33.9844676,-118.2564587
LOCAL,SECTRAN SECURITY  INC,"7633 INDUSTRY AVE, PICO RIVERA, CA 906604301",6/26/97,Lost,101,46,46,0,33.9790257,-118.1130908
IBT,MIDAS INTERNATIONAL CORPORATION,"14301 GANNET ST, LA MIRADA, CA 906385222",6/27/97,Won,13,10,3,0,33.8950011,-118.0261106
PAT,"ENGINEERED POLYMER SOLUTIONS, INC.","5501 E SLAUSON AVE, LOS ANGELES, CA 900402920",7/9/97,Lost,15,3,12,0,33.986696,-118.1667116
UA,AIR COMPRESSOR INSTALLATIONS,"14623 CARMENITA RD, NORWALK, CA 906505228",7/10/97,Lost,3,1,2,0,33.8981394,-118.0471704
GMP M,PLASTOLITE SIGN SYSTEMS,"6135 DISTRICT BLVD, MAYWOOD, CA 902703449",7/11/97,Lost,132,42,87,0,33.9809239,-118.1709758
IBT,LOS ANGELES FIREMEN'S CREDIT UNION,"1520 W COLORADO BLVD, PASADENA, CA 911051413",7/11/97,Lost,37,13,22,1,34.1405044,-118.1803313
IBB,AL LARSON BOAT SHOP,"1046 S SEASIDE AVE, SAN PEDRO, CA 907317392",7/17/97,Won,69,57,8,2,33.7319985,-118.2684454
IATSE,CINE-TECH,"920 ALLEN AVE, GLENDALE, CA 912012020",7/24/97,Won,11,10,1,0,34.17003,-118.2964433
CWA,SONITROL CORP.,"370 CRENSHAW BLVD, TORRANCE, CA 905031727",8/8/97,Lost,7,0,7,0,33.845529,-118.3276568
LIUNA,CINEPLEX ODEON CINEMAS,"100 UNIVERSAL CITY PLZ, UNIVERSAL CITY, CA 916081002",8/9/97,Lost,207,57,103,1,34.136193,-118.3552237
IBT,"TELECARE, LA CASA M.H.R.C.","6060 N PARAMOUNT BLVD, LONG BEACH, CA 908053711",8/15/97,Lost,128,42,78,0,33.8651931,-118.1576617
IBT,TCI OF EAST SAN FERNANDO,"15055 OXNARD ST, VAN NUYS, CA 914112613",8/20/97,Lost,77,15,57,0,34.1799721,-118.4611213
PAT,HARRIS GLASS COMPANY,"6918 ATLANTIC AVE, BELL, CA 902013698",9/2/97,Won,20,10,1,0,33.9727513,-118.1873693
IBT,PIERCE BROTHERS/SCI FUNERAL SERVICE,"6909 CANOGA AVE, CANOGA PARK, CA 913032032",9/8/97,Lost,47,22,23,0,34.195884,-118.5978977
SEIU,AMERICAN MEDICAL RESPONSE (AMR),"20101 HAMILTON AVE, TORRANCE, CA 905021319",9/11/97,Lost,241,19,98,0,33.8482792,-118.2876517
ILWU,"AIR PRODUCTS & CHEMICALS, INC.","3305 E 26TH ST, LOS ANGELES, CA 900234501",9/17/97,Lost,23,9,14,0,34.0132802,-118.212731
PAT,TOWN & COUNTRY GLASS  INC,"3230 E WILLOW ST, SIGNAL HILL, CA 908062386",9/25/97,Won,6,2,1,0,33.8042486,-118.1541632
UIWOA,DECORE-ATIVE SPECIALTIES  INC,"4414 AZUSA CANYON RD, BALDWIN PARK, CA 917062740",9/26/97,Lost,559,149,367,15,34.0925856,-117.9428184
IBT,HARRINGTON TOOLS  INC,"5440 W SAN FERNANDO RD, LOS ANGELES, CA 900391015",10/10/97,Won,77,57,12,6,34.1524257,-118.2754108
ILWU,CENTENNIAL STEVEDORING SERVICES,"701 NEW DOCK ST, SAN PEDRO, CA 907317535",10/10/97,Won,17,9,6,2,33.7575161,-118.2478717
IBEW,FIRST ELECTRONICS,"12407 SLAUSON AVE, WHITTIER, CA 906062829",10/17/97,Lost,29,9,15,4,33.9610879,-118.0519988
UAW,CHIEF AUTO PARTS  INC,"16069 SHOEMAKER AVE, CERRITOS, CA 907032234",10/24/97,Lost,160,72,80,0,33.8861387,-118.0568467
LOCAL,PARAMOUNT PICTURES CORPORATION,"5555 MELROSE AVE, LOS ANGELES, CA 900383197",10/28/97,Lost,398,139,149,2,34.08587,-118.31916
IBT,VECTA TRANSPORTATION SYSTEMS  INC,"7925 ROSEMEAD BLVD, PICO RIVERA, CA 906604605",10/31/97,Lost,73,14,53,0,33.9695962,-118.1066442
IBT,FLEETWOOD LIMOUSINE,"5855 GREEN VALLEY CIR, CULVER CITY, CA 902306946",11/4/97,Lost,19,4,12,2,33.9835338,-118.3885141
ILWU,CSX INTERMODAL,"2401 E SEPULVEDA BLVD, LONG BEACH, CA 908101945",11/7/97,Lost,7,3,4,0,33.805587,-118.2230345
IBT,W A  THOMPSON,"45819 DIVISION ST, LANCASTER, CA 935351331",11/7/97,Won,10,6,3,1,34.7152748,-118.1311491
IBT,LOS ANGELES CLINICA MEDICAL GENERAL,"2208 W 7TH ST, LOS ANGELES, CA 900574002",11/10/97,Lost,166,74,79,0,34.0568412,-118.2787451
IAM,MPR FLEET SERVICES  INC,"532 MONTEREY PASS RD, MONTEREY PARK, CA 917542417",11/14/97,Won,53,29,20,2,34.0575433,-118.1446802
IAM,MPR AUTO & TRUCK REPAIR,"532 MONTEREY PASS RD, MONTEREY PARK, CA 917542417",11/25/97,Won,5,4,1,0,34.0575433,-118.1446802
IBT,TANIMURA DISTRIBUTING  INC,"1700 BAY ST, LOS ANGELES, CA 900211654",11/26/97,Lost,63,19,42,0,34.031209,-118.2359416
IBT,FOUR WINDS,"5134 W 106TH ST, INGLEWOOD, CA 903041126",12/3/97,Won,35,21,8,3,33.9391482,-118.3690449
IBT,TAMA TRADING COMPANY  INC,"1920 E 20TH ST, LOS ANGELES, CA 900581076",12/4/97,Won,20,11,9,0,34.0173932,-118.2386828
IAM,DE PUY ACE MEDICAL COMPANY,"2260 E EL SEGUNDO BLVD, EL SEGUNDO, CA 902454694",12/4/97,Won,89,59,27,3,33.9157562,-118.3845977
IBT,DIAMOND CONTRACT SERVICES,"1015 N LAKE AVE # 2, PASADENA, CA 911044573",12/4/97,Won,6,4,0,0,34.1634061,-118.1330105
IBT,STARDUST,"8611 S LA CIENEGA BLVD, INGLEWOOD, CA 903012101",12/5/97,Lost,56,5,37,2,33.9590689,-118.3713677
IBT,P I  TRUCKING & PRODUCE INTERNATIONAL,"1601 E OLYMPIC BLVD, LOS ANGELES, CA 900211949",12/10/97,Lost,25,3,21,0,34.0295088,-118.2404198
IBT,THOMPSON DISTRIBUTING CO -MOJAVE,"45819 DIVISION ST, LANCASTER, CA 935351331",12/17/97,Won,7,4,3,0,34.7152748,-118.1311491
IBT,THOMPSON DISTRIBUTING CO -MOJAVE,"45819 DIVISION ST, LANCASTER, CA 935351331",12/17/97,Lost,6,2,4,0,34.7152748,-118.1311491
SIU,SEA LANES II  INC,"1253 SUNSIDE ST, SAN PEDRO, CA 907323241",1/7/98,Lost,7,0,4,2,33.7400919,-118.3032941
IBT,FERGADIS TRADING COMPANY  INC,"5496 LINDBERGH LN, BELL, CA 902016409",1/8/98,Won,18,14,4,0,33.9952778,-118.1722222
IBT,CIRCUIT CITY STORES  INC,"680 S LEMON AVE, WALNUT, CA 917892997",1/8/98,Lost,229,72,143,0,34.0048454,-117.8549341
IBT,SEDA SPECIALTY PACKAGING CORPORATION,"2501 W ROSECRANS AVE, LOS ANGELES, CA 900593566",1/9/98,Lost,227,91,134,2,33.9028258,-118.2584478
OCAW,SOLEC INTERNATIONAL  INC,"12533 CHADRON AVE, HAWTHORNE, CA 902504807",2/6/98,Won,131,62,37,19,33.918266,-118.3303966
UNITE,JOHN H  VAN PATTEN CO   INC,"13320 CAMBRIDGE ST, SANTA FE SPRINGS, CA 906704947",2/6/98,Lost,41,12,24,0,33.9064539,-118.048244
